Date,Arrival,Connected_time,Energy_required,starttime_parking,month,day,ts_arr,ts_dep,laxity,soc_arr,session,split,endtime_parking
2019-01-01,18.48148148148148,12.489625910752174,3.885124875017329,2019-01-01 18:00:00,1,1,166578.0,166591.0,6.625734343358489,0.1110677027675565,802,6,2019-01-02 07:00:00
2019-01-01,18.679012345679013,2.394339642384872,12.93119233486294,2019-01-01 18:00:00,1,1,166578.0,166581.0,0.672445662943506,0.6563620530816374,818,6,2019-01-01 21:00:00
2019-01-01,19.302325581395348,19.25585480465064,10.182306345388644,2019-01-01 19:00:00,1,1,166579.0,166599.0,16.088809686025623,0.4429671051919529,856,6,2019-01-02 15:00:00
2019-01-01,20.86206896551724,11.36549263993522,7.226880096493472,2019-01-01 20:00:00,1,1,166580.0,166592.0,6.790723726724532,0.2680500221761307,910,6,2019-01-02 08:00:00
2019-01-01,21.76,9.703662392516064,9.154866293690528,2019-01-01 21:00:00,1,1,166581.0,166591.0,2.8014842300556584,0.0,932,6,2019-01-02 07:00:00
2019-01-02,6.627450980392156,9.921758104435536,13.721317810295233,2019-01-02 06:00:00,1,2,166590.0,166600.0,2.841093202600597,0.0053373090504306,1014,6,2019-01-02 16:00:00
2019-01-02,6.784313725490196,9.509803974340798,4.442496535999602,2019-01-02 06:00:00,1,2,166590.0,166600.0,3.1589835995458486,0.0481730400388032,1022,6,2019-01-02 16:00:00
2019-01-02,7.23076923076923,7.080701246503439,4.262570753771684,2019-01-02 07:00:00,1,2,166591.0,166599.0,3.49356122249958,0.3627573747318185,1053,6,2019-01-02 15:00:00
2019-01-02,7.43956043956044,1.654704599633974,9.799415777019531,2019-01-02 07:00:00,1,2,166591.0,166593.0,0.2082853287074559,0.7285664480433297,1072,6,2019-01-02 09:00:00
2019-01-02,7.703296703296703,8.079035196452102,3.967716183219065,2019-01-02 07:00:00,1,2,166591.0,166600.0,3.916928275000048,0.2850560850562565,1096,6,2019-01-02 16:00:00
2019-01-02,8.0561797752809,1.0395368642190308,5.287209223937498,2019-01-02 08:00:00,1,2,166592.0,166594.0,0.7092582489708816,0.7960725490488263,1127,6,2019-01-02 10:00:00
2019-01-02,8.179775280898877,3.3827012334782527,9.0489259990685,2019-01-02 08:00:00,1,2,166592.0,166596.0,1.0106127581043909,0.5671800691545666,1138,6,2019-01-02 12:00:00
2019-01-02,9.65,5.048817060185015,1.0211616507141523,2019-01-02 09:00:00,1,2,166593.0,166599.0,2.171445249134695,0.4541022473209001,1236,6,2019-01-02 15:00:00
2019-01-02,9.775,4.235600311314455,5.186931603111831,2019-01-02 09:00:00,1,2,166593.0,166598.0,1.482946043132729,0.4960769793121352,1241,6,2019-01-02 14:00:00
2019-01-02,11.10204081632653,0.8678236385156055,3.7863136779360658,2019-01-02 11:00:00,1,2,166595.0,166596.0,0.222987223564393,0.8652975283753019,1292,6,2019-01-02 12:00:00
2019-01-02,11.306122448979592,2.6649938278607537,8.168903723391438,2019-01-02 11:00:00,1,2,166595.0,166598.0,0.6183265352805187,0.6490695006290499,1302,6,2019-01-02 14:00:00
2019-01-02,12.304347826086955,3.7316557127296894,11.469201533191104,2019-01-02 12:00:00,1,2,166596.0,166600.0,0.2405672991148724,0.463416443555729,1349,6,2019-01-02 16:00:00
2019-01-02,14.0625,1.9373627250059504,12.9723738162708,2019-01-02 14:00:00,1,2,166598.0,166600.0,0.5704967404260695,0.7773744357724128,1414,6,2019-01-02 16:00:00
2019-01-02,14.375,0.2274657540715987,3.5692459948112027,2019-01-02 14:00:00,1,2,166598.0,166599.0,0.6359767066094728,0.9209478612156264,1429,6,2019-01-02 15:00:00
2019-01-02,14.8125,1.4088995719120994,1.0938550038143784,2019-01-02 14:00:00,1,2,166598.0,166600.0,0.6295453326028768,0.7853312335682376,1450,6,2019-01-02 16:00:00
2019-01-02,15.576923076923077,10.99469475619438,5.9219154017012805,2019-01-02 15:00:00,1,2,166599.0,166610.0,6.100303108114651,0.3097658438184492,1488,6,2019-01-03 02:00:00
2019-01-02,16.792207792207794,19.778052067222585,12.879836865035166,2019-01-02 16:00:00,1,2,166600.0,166620.0,14.278646696207945,0.1990476423140205,1570,6,2019-01-03 12:00:00
2019-01-02,16.948051948051948,3.3724999349022147,5.408626594125416,2019-01-02 16:00:00,1,2,166600.0,166604.0,0.672105438232999,0.5215662078018966,1582,6,2019-01-02 20:00:00
2019-01-02,17.8989898989899,13.69397252015051,11.250368525378295,2019-01-02 17:00:00,1,2,166601.0,166615.0,10.25426004719812,0.4652615413599468,1674,6,2019-01-03 07:00:00
2019-01-02,18.73529411764705,2.008377194253725,12.248271400620858,2019-01-02 18:00:00,1,2,166602.0,166605.0,0.5106109646804033,0.6345548274906844,1733,6,2019-01-02 21:00:00
2019-01-02,20.04878048780488,10.953416625684593,3.987737008167245,2019-01-02 20:00:00,1,2,166604.0,166615.0,5.900704942077329,0.2828699909449201,1782,6,2019-01-03 07:00:00
2019-01-02,20.341463414634145,7.47033683328782,4.903393785375559,2019-01-02 20:00:00,1,2,166604.0,166612.0,4.303715948763158,0.4719257240958356,1794,6,2019-01-03 04:00:00
2019-01-02,20.73170731707317,10.89934260262895,7.354989244309364,2019-01-02 20:00:00,1,2,166604.0,166615.0,4.24596065347507,0.0598931980557657,1810,6,2019-01-03 07:00:00
2019-01-02,21.3,17.92147381323663,8.962922636354506,2019-01-02 21:00:00,1,2,166605.0,166623.0,13.908244926682546,0.4186360038704731,1829,6,2019-01-03 15:00:00
2019-01-03,0.3999999999999999,10.63210165604445,11.970563192126862,2019-01-03 00:00:00,1,3,166608.0,166619.0,5.729358925158492,0.2597811151651068,1884,6,2019-01-03 11:00:00
2019-01-03,7.888888888888889,0.5728449177764342,7.986604015432352,2019-01-03 07:00:00,1,3,166615.0,166616.0,0.0703108895218015,0.8447243923630627,1909,6,2019-01-03 08:00:00
2019-01-03,9.52,5.40531098705286,1.238629478559062,2019-01-03 09:00:00,1,3,166617.0,166623.0,0.6511278572236394,0.2492394787608853,1971,6,2019-01-03 15:00:00
2019-01-03,10.342857142857143,4.089551290188672,11.282406199377691,2019-01-03 10:00:00,1,3,166618.0,166623.0,1.089480226463468,0.4430574605159522,2018,6,2019-01-03 15:00:00
2019-01-03,10.5,0.8769274738353534,2.09369778437863,2019-01-03 10:00:00,1,3,166618.0,166619.0,0.345169668551611,0.8817616128373296,2029,6,2019-01-03 11:00:00
2019-01-03,11.2,3.5408276924093327,12.111674096489777,2019-01-03 11:00:00,1,3,166619.0,166623.0,0.4377439803905578,0.4899860013576276,2075,6,2019-01-03 15:00:00
2019-01-03,11.883333333333333,6.256574480705274,7.372335901719737,2019-01-03 11:00:00,1,3,166619.0,166626.0,1.1916720005729102,0.1873278020771996,2116,6,2019-01-03 18:00:00
2019-01-03,12.144736842105264,3.408093031064142,4.748849798753414,2019-01-03 12:00:00,1,3,166620.0,166624.0,0.7144227232054638,0.5272684619519362,2133,6,2019-01-03 16:00:00
2019-01-03,12.302631578947368,1.3327400311842117,5.839395376699228,2019-01-03 12:00:00,1,3,166620.0,166622.0,0.5616651053904269,0.77618437295136,2145,6,2019-01-03 14:00:00
2019-01-03,12.421052631578949,2.5255244728666058,1.6532643257458806,2019-01-03 12:00:00,1,3,166620.0,166623.0,0.2708992616672843,0.6022536755096666,2154,6,2019-01-03 15:00:00
2019-01-03,13.96103896103896,11.087078115465047,1.485906129513218,2019-01-03 13:00:00,1,3,166621.0,166633.0,6.034050981148956,0.1660883697098218,2271,6,2019-01-04 01:00:00
2019-01-03,13.987012987012989,0.969751033835886,2.182128975635914,2019-01-03 13:00:00,1,3,166621.0,166622.0,0.5041719769722202,0.9031871738970066,2273,6,2019-01-03 14:00:00
2019-01-03,14.083333333333334,5.066438138609219,14.518676755539332,2019-01-03 14:00:00,1,3,166622.0,166628.0,0.5731258880975512,0.238728713421145,2280,6,2019-01-03 20:00:00
2019-01-03,14.178571428571429,0.7935942758097807,12.182165867132396,2019-01-03 14:00:00,1,3,166622.0,166623.0,0.5896764399256549,0.914708900279982,2288,6,2019-01-03 15:00:00
2019-01-03,14.261904761904765,1.2919134443962208,10.853321551147996,2019-01-03 14:00:00,1,3,166622.0,166624.0,0.1265281670184459,0.7175496705057356,2295,6,2019-01-03 16:00:00
2019-01-03,15.342465753424658,6.170712602954247,1.6985424624314205,2019-01-03 15:00:00,1,3,166623.0,166630.0,1.969090480189811,0.292084942205577,2381,6,2019-01-03 22:00:00
2019-01-03,15.616438356164384,3.377380735133321,6.947486848665673,2019-01-03 15:00:00,1,3,166623.0,166627.0,0.3368454883633234,0.4763899295569578,2401,6,2019-01-03 19:00:00
2019-01-03,15.643835616438356,22.332074971090748,3.212736474089566,2019-01-03 15:00:00,1,3,166623.0,166646.0,22.53867830650468,0.9078369018015052,2403,6,2019-01-04 14:00:00
2019-01-03,16.419354838709676,20.44454517989213,8.601092779895403,2019-01-03 16:00:00,1,3,166624.0,166645.0,15.46919761760548,0.2247243789723386,2454,6,2019-01-04 13:00:00
2019-01-03,17.325581395348838,2.224008075669286,9.338840772214985,2019-01-03 17:00:00,1,3,166625.0,166628.0,0.4061451258192918,0.6204780557041496,2503,6,2019-01-03 20:00:00
2019-01-03,17.372093023255815,13.85745947530065,0.9603625671052428,2019-01-03 17:00:00,1,3,166625.0,166639.0,11.395721870261408,0.6190735220177248,2505,6,2019-01-04 07:00:00
2019-01-03,17.488372093023255,4.894950910481843,1.5673680403734993,2019-01-03 17:00:00,1,3,166625.0,166630.0,1.6001780308160811,0.511873989652467,2510,6,2019-01-03 22:00:00
2019-01-03,17.953488372093023,6.206861574756988,8.326415322628886,2019-01-03 17:00:00,1,3,166625.0,166632.0,2.3663879591882333,0.3456207775006143,2530,6,2019-01-04 00:00:00
2019-01-03,18.404761904761905,3.236909978410699,10.92181707245733,2019-01-03 18:00:00,1,3,166626.0,166630.0,0.2268077617711612,0.4615623458986639,2548,6,2019-01-03 22:00:00
2019-01-03,19.157894736842103,11.397712025156416,6.0816385147439584,2019-01-03 19:00:00,1,3,166627.0,166639.0,5.761701417295025,0.1293892659805045,2578,6,2019-01-04 07:00:00
2019-01-03,19.657894736842103,10.206726253746847,11.18265354096063,2019-01-03 19:00:00,1,3,166627.0,166638.0,6.800983059066042,0.4041824672091491,2597,6,2019-01-04 06:00:00
2019-01-03,19.894736842105264,8.002533241318815,10.488593711019632,2019-01-03 19:00:00,1,3,166627.0,166636.0,4.4473566566200216,0.3565313094795479,2606,6,2019-01-04 04:00:00
2019-01-03,21.9,7.802702991816607,6.3801219595328815,2019-01-03 21:00:00,1,3,166629.0,166637.0,3.921259332844113,0.4203896951007441,2650,6,2019-01-04 05:00:00
2019-01-03,23.33333333333333,6.982016704618082,8.663173674197477,2019-01-03 23:00:00,1,3,166631.0,166638.0,3.076431009499569,0.441299078530067,2668,6,2019-01-04 06:00:00
2019-01-04,8.064516129032258,7.6594340787598,5.406870920900912,2019-01-04 08:00:00,1,4,166640.0,166648.0,4.346382185594473,0.4776749995088553,2710,6,2019-01-04 16:00:00
2019-01-04,10.1,3.107014872350971,0.0247272575962533,2019-01-04 10:00:00,1,4,166642.0,166646.0,0.9086496628966868,0.5534405420753286,2787,6,2019-01-04 14:00:00
2019-01-04,10.285714285714286,5.1441598557647765,2.2876300405484504,2019-01-04 10:00:00,1,4,166642.0,166648.0,2.2776244969303234,0.468409900961361,2800,6,2019-01-04 16:00:00
2019-01-04,10.842857142857143,4.913281784545222,11.797657345273816,2019-01-04 10:00:00,1,4,166642.0,166647.0,0.9553371587673612,0.4249816821439019,2839,6,2019-01-04 15:00:00
2019-01-04,11.107142857142858,2.3949914172006066,6.4825512513294585,2019-01-04 11:00:00,1,4,166643.0,166646.0,0.5210016537364237,0.6359549728409831,2855,6,2019-01-04 14:00:00
2019-01-04,11.732142857142858,3.489945859523285,4.633215789457434,2019-01-04 11:00:00,1,4,166643.0,166647.0,1.352845906925532,0.6132959859582154,2890,6,2019-01-04 15:00:00
2019-01-04,12.301204819277109,1.1936471385539988,7.960629957753026,2019-01-04 12:00:00,1,4,166644.0,166646.0,0.4275703002772673,0.7581150979623618,2929,6,2019-01-04 14:00:00
2019-01-04,12.72289156626506,2.269183027251819,3.010032985064828,2019-01-04 12:00:00,1,4,166644.0,166647.0,0.5917636904820687,0.6454901572924587,2964,6,2019-01-04 15:00:00
2019-01-04,13.772727272727272,2.3283549467511024,4.041957403244316,2019-01-04 13:00:00,1,4,166645.0,166648.0,0.5759789873637287,0.6433631685472624,3054,6,2019-01-04 16:00:00
2019-01-04,14.59375,0.1083391525520222,7.387700272647383,2019-01-04 14:00:00,1,4,166646.0,166647.0,0.0585602927166434,0.8431409994435677,3111,6,2019-01-04 15:00:00
2019-01-04,15.07792207792208,19.961468031203992,7.641064533047857,2019-01-04 15:00:00,1,4,166647.0,166667.0,17.501052443780495,0.6332668167994217,3142,6,2019-01-05 11:00:00
2019-01-04,15.350649350649352,5.620140250982264,5.686928490080589,2019-01-04 15:00:00,1,4,166647.0,166653.0,0.9709890402079822,0.2923407731680256,3163,6,2019-01-04 21:00:00
2019-01-04,15.935064935064936,6.8323370670006325,5.035136559184382,2019-01-04 15:00:00,1,4,166647.0,166654.0,3.241810300094816,0.4635839379377765,3208,6,2019-01-04 22:00:00
2019-01-04,16.536231884057973,13.96269477195706,5.811050539433616,2019-01-04 16:00:00,1,4,166648.0,166662.0,7.432063461747523,0.0849705514704786,3249,6,2019-01-05 06:00:00
2019-01-04,16.55072463768116,2.815149727882415,5.892016020319364,2019-01-04 16:00:00,1,4,166648.0,166651.0,0.598624873869551,0.646414701753922,3250,6,2019-01-04 19:00:00
2019-01-04,16.6231884057971,4.798849940641504,8.909349669463118,2019-01-04 16:00:00,1,4,166648.0,166653.0,1.2409661643584844,0.4634701906473057,3255,6,2019-01-04 21:00:00
2019-01-04,16.695652173913043,1.2978318061238934,4.875867923280896,2019-01-04 16:00:00,1,4,166648.0,166650.0,0.8472250222000766,0.8146635717414603,3260,6,2019-01-04 18:00:00
2019-01-04,16.71014492753623,3.5005917971029405,5.617869572651712,2019-01-04 16:00:00,1,4,166648.0,166652.0,0.6014636571618412,0.5120472278025581,3261,6,2019-01-04 20:00:00
2019-01-04,17.11764705882353,2.1104161383020745,11.133922550254336,2019-01-04 17:00:00,1,4,166649.0,166652.0,0.6161860736941014,0.6487810734302801,3286,6,2019-01-04 20:00:00
2019-01-04,17.568627450980394,4.690312554500298,14.857226616318927,2019-01-04 17:00:00,1,4,166649.0,166654.0,0.620927862510432,0.3799200294732807,3309,6,2019-01-04 22:00:00
2019-01-04,19.30434782608696,21.06069559378401,10.397687832378526,2019-01-04 19:00:00,1,4,166651.0,166673.0,21.66428056291868,0.9247618058532916,3362,6,2019-01-05 17:00:00
2019-01-04,20.166666666666668,0.7861579466302109,6.7134978044142,2019-01-04 20:00:00,1,4,166652.0,166653.0,0.7500975613616727,0.9363256463934854,3380,6,2019-01-04 21:00:00
2019-01-04,21.217391304347824,10.856102978727662,1.5087248472662176,2019-01-04 21:00:00,1,4,166653.0,166664.0,6.719730488955857,0.3932336833868017,3399,6,2019-01-05 08:00:00
2019-01-04,22.05,8.564887491484702,11.491061838796824,2019-01-04 22:00:00,1,4,166654.0,166663.0,5.166941149291086,0.4534953198669738,3417,6,2019-01-05 07:00:00
2019-01-04,22.8,4.948876324150376,11.642152864060092,2019-01-04 22:00:00,1,4,166654.0,166659.0,0.5453556320346875,0.3697366714166741,3432,6,2019-01-05 03:00:00
2019-01-05,6.15686274509804,8.617157854334021,9.120522705772236,2019-01-05 06:00:00,1,5,166662.0,166671.0,5.019474574519105,0.4336241989164494,3468,6,2019-01-05 15:00:00
2019-01-05,6.333333333333333,7.546055216588105,8.824909616566634,2019-01-05 06:00:00,1,5,166662.0,166670.0,3.5976183326900744,0.3767790703299876,3477,6,2019-01-05 14:00:00
2019-01-05,6.862745098039216,9.01661079273833,7.338220104212298,2019-01-05 06:00:00,1,5,166662.0,166672.0,2.8014842300556584,0.0,3504,6,2019-01-05 16:00:00
2019-01-05,7.63063063063063,3.5863151194080025,9.593075502844542,2019-01-05 07:00:00,1,5,166663.0,166667.0,0.6925734377003101,0.5243242707301168,3580,6,2019-01-05 11:00:00
2019-01-05,7.693693693693694,5.494357361408587,9.286248006329789,2019-01-05 07:00:00,1,5,166663.0,166669.0,0.7501634427799155,0.2625845239145936,3587,6,2019-01-05 13:00:00
2019-01-05,10.977777777777778,1.8090822835928684,8.360797594941477,2019-01-05 10:00:00,1,5,166666.0,166668.0,0.4403992342285499,0.7598437968122971,3766,6,2019-01-05 12:00:00
2019-01-05,11.35,1.3205959582078102,14.562795975435028,2019-01-05 11:00:00,1,5,166667.0,166669.0,0.3227183379804843,0.7439862960428703,3780,6,2019-01-05 13:00:00
2019-01-05,11.6,1.5943166498905872,8.387332853168111,2019-01-05 11:00:00,1,5,166667.0,166669.0,0.0752362372221027,0.7106380829656783,3790,6,2019-01-05 13:00:00
2019-01-05,11.925,1.14896440582045,2.778213114394464,2019-01-05 11:00:00,1,5,166667.0,166669.0,0.6576375273768493,0.7891166568140304,3803,6,2019-01-05 13:00:00
2019-01-05,12.692307692307692,2.64453398344288,8.796338320353481,2019-01-05 12:00:00,1,5,166668.0,166671.0,0.1821593205076292,0.590295968438403,3832,6,2019-01-05 15:00:00
2019-01-05,13.348837209302326,0.5933381551133896,1.7886511857461345,2019-01-05 13:00:00,1,5,166669.0,166670.0,0.2955235067809947,0.875071792538739,3858,6,2019-01-05 14:00:00
2019-01-05,13.69767441860465,1.6766414422254112,1.5936433669892354,2019-01-05 13:00:00,1,5,166669.0,166671.0,0.6339516441330852,0.7859249840469332,3873,6,2019-01-05 15:00:00
2019-01-05,13.767441860465116,21.052919498396555,11.116319643939937,2019-01-05 13:00:00,1,5,166669.0,166691.0,17.45002515690186,0.3568908898925256,3876,6,2019-01-06 11:00:00
2019-01-05,14.404255319148936,1.443449104320076,3.2318722887796967,2019-01-05 14:00:00,1,5,166670.0,166672.0,0.2246040018570856,0.7307653892502423,3904,6,2019-01-05 16:00:00
2019-01-05,16.387755102040817,14.63019173650166,8.232816243835181,2019-01-05 16:00:00,1,5,166672.0,166687.0,10.357273978813067,0.3443926686450608,4014,6,2019-01-06 07:00:00
2019-01-05,17.074766355140188,13.557620823525548,0.8316081037001366,2019-01-05 17:00:00,1,5,166673.0,166687.0,10.320961694895448,0.4742495883871617,4081,6,2019-01-06 07:00:00
2019-01-05,17.35514018691589,13.522242985200547,19.09306407101338,2019-01-05 17:00:00,1,5,166673.0,166687.0,11.131676552762505,0.5834934154847474,4111,6,2019-01-06 07:00:00
2019-01-05,17.44859813084112,1.3667776854635114,11.14643845425686,2019-01-05 17:00:00,1,5,166673.0,166675.0,0.7153635196837393,0.7968952342773838,4121,6,2019-01-05 19:00:00
2019-01-05,17.588785046728972,2.8634506980171386,8.775681466349374,2019-01-05 17:00:00,1,5,166673.0,166676.0,0.68495218367122,0.6580473067496969,4136,6,2019-01-05 20:00:00
2019-01-05,17.990654205607477,12.93027872663806,14.83220946058593,2019-01-05 17:00:00,1,5,166673.0,166686.0,10.051024777330865,0.5726255887453341,4179,6,2019-01-06 06:00:00
2019-01-05,18.11864406779661,14.93801928313754,5.316362933242657,2019-01-05 18:00:00,1,5,166674.0,166689.0,8.019244067003182,0.0293431380286787,4186,6,2019-01-06 09:00:00
2019-01-05,19.813953488372093,0.6102505284420725,9.696072575488886,2019-01-05 19:00:00,1,5,166675.0,166676.0,0.1221898808693161,0.8517150864471403,4272,6,2019-01-05 20:00:00
2019-01-05,21.53333333333333,16.597463178207335,9.063173844295797,2019-01-05 21:00:00,1,5,166677.0,166694.0,14.764363851480002,0.6687480289869304,4327,6,2019-01-06 14:00:00
2019-01-05,21.9,10.408935514571992,10.188977987032755,2019-01-05 21:00:00,1,5,166677.0,166688.0,5.74205471318335,0.2614918726014563,4338,6,2019-01-06 08:00:00
2019-01-05,22.76923076923077,6.64340516392335,3.912289127221608,2019-01-05 22:00:00,1,5,166678.0,166685.0,2.118251021127062,0.3121843250968716,4360,6,2019-01-06 05:00:00
2019-01-06,2.333333333333333,5.400400140961257,9.793883861988672,2019-01-06 02:00:00,1,6,166682.0,166688.0,1.8200079884279836,0.4067460764406708,4380,6,2019-01-06 08:00:00
2019-01-06,5.555555555555555,2.4686133291982086,15.521995922636735,2019-01-06 05:00:00,1,6,166685.0,166688.0,0.5390962516360229,0.6383932199079541,4394,6,2019-01-06 08:00:00
2019-01-06,6.465116279069767,4.991084567190663,8.13772751296727,2019-01-06 06:00:00,1,6,166686.0,166691.0,0.7898927150947488,0.4026880433590173,4417,6,2019-01-06 11:00:00
2019-01-06,7.515151515151516,8.653577118224707,13.99939669876577,2019-01-06 07:00:00,1,6,166687.0,166696.0,4.143383198067138,0.3155708859395467,4490,6,2019-01-06 16:00:00
2019-01-06,7.787878787878787,9.668009699964532,4.782131609854791,2019-01-06 07:00:00,1,6,166687.0,166697.0,3.293741028261297,0.0663316035582097,4517,6,2019-01-06 17:00:00
2019-01-06,8.938461538461539,7.586658031873496,5.344409997135815,2019-01-06 08:00:00,1,6,166688.0,166696.0,2.5951934487249675,0.2417023172156894,4598,6,2019-01-06 16:00:00
2019-01-06,9.490196078431373,1.4947204682575377,13.470999356096392,2019-01-06 09:00:00,1,6,166689.0,166691.0,0.166316448164596,0.7229111413901793,4626,6,2019-01-06 11:00:00
2019-01-06,9.980392156862743,10.318422980177672,1.5699522692044456,2019-01-06 09:00:00,1,6,166689.0,166700.0,4.946634236099273,0.154308963314377,4651,6,2019-01-06 20:00:00
2019-01-06,10.555555555555555,1.7704734092871506,5.996878759368992,2019-01-06 10:00:00,1,6,166690.0,166692.0,0.1157087456725034,0.7160917534793698,4671,6,2019-01-06 12:00:00
2019-01-06,11.16216216216216,0.2011855546694061,8.969342620699205,2019-01-06 11:00:00,1,6,166691.0,166692.0,0.6684584348844738,0.9253247741006828,4692,6,2019-01-06 12:00:00
2019-01-06,12.016949152542374,4.469336638209237,0.8897735807722165,2019-01-06 12:00:00,1,6,166692.0,166697.0,0.3686708497055084,0.3459283969978172,4723,6,2019-01-06 17:00:00
2019-01-06,12.28813559322034,3.743222678239427,0.957445678266006,2019-01-06 12:00:00,1,6,166692.0,166696.0,0.7228710263063975,0.5284068707947871,4739,6,2019-01-06 16:00:00
2019-01-06,12.322033898305085,16.54597962018752,2.11143904325064,2019-01-06 12:00:00,1,6,166692.0,166709.0,14.212275986877664,0.5943541892317651,4741,6,2019-01-07 05:00:00
2019-01-06,12.457627118644067,3.6860974311979793,7.463284395376414,2019-01-06 12:00:00,1,6,166692.0,166696.0,0.5793927532254046,0.5090731734971232,4749,6,2019-01-06 16:00:00
2019-01-06,12.71186440677966,1.2905716446743565,5.321380719761725,2019-01-06 12:00:00,1,6,166692.0,166694.0,0.3510525278284022,0.7478043281248772,4764,6,2019-01-06 14:00:00
2019-01-06,13.822222222222225,20.14261013973174,0.6296937042621387,2019-01-06 13:00:00,1,6,166693.0,166714.0,20.280965268408995,0.873110069918112,4817,6,2019-01-07 10:00:00
2019-01-06,14.288461538461538,5.001707035180959,7.114246246960512,2019-01-06 14:00:00,1,6,166694.0,166700.0,2.148801494988608,0.4510510014497149,4839,6,2019-01-06 20:00:00
2019-01-06,14.73076923076923,3.643017262637788,15.964600376443665,2019-01-06 14:00:00,1,6,166694.0,166698.0,0.5423965380046458,0.504087933496126,4862,6,2019-01-06 18:00:00
2019-01-06,16.2,2.563729502806168,5.689421996512637,2019-01-06 16:00:00,1,6,166696.0,166699.0,0.1860747314921393,0.5908235700685658,4957,6,2019-01-06 19:00:00
2019-01-06,16.944444444444443,15.043768063837922,12.986167109306702,2019-01-06 16:00:00,1,6,166696.0,166712.0,12.11077558493396,0.4459270100698513,5024,6,2019-01-07 08:00:00
2019-01-06,17.37735849056604,12.346688845476764,2.311282963842287,2019-01-06 17:00:00,1,6,166697.0,166710.0,5.801484230055658,0.0,5068,6,2019-01-07 06:00:00
